Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,BB,CC,DD,EE,FF,GG,HH,II,JJ,KK,LL,MM,NN,OO,PP,QQ,RR,SS,TT,UU,VV,WW,XX,YY,ZZ
2000-08-03,160.77,224.76,118.89,334.35,118.05,129.2,62.73,188.05,166.64,196.74,99.22,250.06,117.02,141.57,138.64,221.57,214.79,111.62,255.85,115.36,146.68,76.35,131.35,289.59,144.95,194.03,177.18,107.92,291.6,270.1,99.47,255.99,330.86,314.82,199.46,291.71,350.21,196.25,251.89,93.87,102.49,252.06,156.14,233.52,132.06,230.67,280.04,164.76,60.07,199.05,142.81,171.23
2000-08-04,161.1,223.66,119.11,332.2,117.76,128.71,61.56,191.53,164.97,198.85,99.42,249.12,117.53,142.84,138.47,219.17,214.91,109.6,257.74,114.78,147.74,76.87,131.67,290.26,143.55,191.63,178.2,107.22,296.07,269.45,100.99,257.15,330.51,312.71,201.93,291.83,354.47,198.57,254.79,94.5,101.07,252.8,159.03,234.22,132.31,231.71,278.65,164.24,59.36,199.56,142.42,171.75
2000-08-05,162.19,221.91,118.84,334.94,119.11,126.6,62.68,190.78,165.08,197.16,98.95,247.1,118.05,141.61,137.74,217.0,211.12,111.2,258.25,114.77,148.64,76.59,135.51,292.17,143.2,194.51,178.41,106.1,296.93,270.24,100.86,261.1,334.32,311.91,201.91,294.87,346.92,197.73,251.74,95.08,100.45,249.82,159.7,235.8,129.68,230.66,277.4,163.6,58.87,198.92,140.03,172.49
2000-08-06,163.65,220.1,120.09,333.38,117.47,126.66,62.55,191.85,165.28,195.68,98.37,241.08,119.54,142.94,135.99,217.08,211.93,113.25,258.75,115.86,149.49,76.52,134.5,296.12,140.64,192.48,174.73,107.25,298.67,272.02,100.52,259.9,332.85,305.12,203.57,291.17,349.84,198.08,257.46,95.37,100.95,245.75,159.21,235.91,127.93,229.06,276.59,163.93,58.27,198.98,137.88,175.21
2000-08-07,165.22,221.63,119.31,339.55,117.73,126.65,62.31,190.76,165.59,192.73,97.07,241.83,119.8,144.2,131.82,215.78,213.42,111.35,255.2,115.01,151.61,77.03,134.73,295.76,141.63,193.59,173.33,109.33,297.46,268.98,101.78,262.28,336.9,305.11,199.68,288.0,350.12,196.63,254.57,94.74,98.99,245.62,160.77,233.45,126.65,229.68,277.12,163.87,58.39,200.77,137.4,174.39
2000-08-08,169.66,220.35,119.22,342.76,117.61,124.8,62.96,188.92,167.08,191.32,97.25,245.59,118.3,143.49,128.3,219.03,214.35,112.41,262.63,113.35,150.55,78.14,133.92,298.63,140.67,193.63,172.32,109.04,296.96,266.72,100.42,263.57,331.35,301.94,196.69,291.2,347.56,198.71,253.58,97.26,97.95,244.0,160.67,233.89,129.19,226.42,274.56,164.1,59.46,199.28,139.58,174.06
2000-08-09,169.89,223.61,117.93,342.25,118.18,126.7,62.94,188.42,165.71,191.54,96.61,245.99,119.74,145.78,126.86,218.66,221.16,111.52,260.14,114.78,153.38,77.62,133.76,297.95,140.33,194.45,172.69,108.78,299.4,262.86,100.79,261.93,331.42,300.26,196.93,288.51,349.49,200.0,251.7,98.6,100.22,246.48,163.19,232.92,128.44,225.82,271.79,166.15,58.83,196.3,140.66,174.68
2000-08-10,171.36,217.32,117.96,341.87,117.41,127.1,62.68,188.56,167.19,188.88,95.09,245.25,118.83,144.82,126.35,217.22,220.86,113.16,260.82,115.39,151.37,77.26,135.13,300.25,140.47,195.24,176.81,108.76,302.83,258.59,99.72,260.1,334.7,301.01,195.0,287.5,354.42,201.26,250.25,97.42,99.31,249.04,162.31,233.95,128.21,227.66,269.44,165.27,58.92,193.41,141.02,176.3
2000-08-11,172.29,216.43,118.13,348.96,118.02,127.07,62.77,188.72,163.72,185.39,95.24,244.63,117.94,145.17,125.84,215.29,222.23,112.72,261.16,117.05,150.89,77.11,136.63,304.92,141.56,195.45,179.09,109.09,300.49,262.62,98.41,263.96,337.1,303.68,196.31,288.35,358.19,200.89,251.39,98.88,98.33,248.42,163.21,234.65,129.87,224.76,271.64,165.86,59.08,193.73,140.55,172.03
2000-08-12,171.85,211.54,116.52,345.56,117.91,126.19,62.95,189.65,163.42,185.37,95.82,244.4,119.47,144.68,124.78,217.04,218.53,112.53,259.56,115.83,150.69,78.64,136.51,307.44,140.15,194.0,176.03,109.6,305.31,263.41,97.96,263.55,337.71,298.72,194.33,287.08,352.29,203.08,250.48,96.91,99.53,246.83,162.4,235.45,130.63,220.54,268.35,167.76,58.59,192.23,139.85,172.97
2000-08-13,171.61,207.62,117.63,346.14,117.4,128.8,61.92,191.11,162.99,183.24,94.92,244.42,121.2,144.29,125.82,218.35,214.63,112.7,258.8,114.83,148.58,77.91,136.33,306.24,139.52,193.49,174.61,110.77,307.96,258.86,97.66,269.41,338.43,304.93,195.95,285.55,347.98,204.75,248.36,97.61,98.66,245.93,164.34,232.98,129.1,218.94,266.46,165.73,58.2,193.15,138.33,171.87
2000-08-14,170.37,210.35,118.09,348.94,116.33,129.19,62.26,190.57,163.3,183.16,96.08,245.36,123.1,142.87,125.31,215.67,213.09,111.58,256.62,114.12,144.19,78.91,136.82,309.71,137.7,194.98,175.77,112.19,310.46,256.71,96.89,271.56,339.67,306.43,193.22,284.76,347.53,203.87,249.76,95.79,99.19,252.17,162.22,233.42,129.41,218.42,262.24,164.57,58.35,188.54,136.47,172.81
2000-08-15,172.68,211.67,117.62,346.58,112.83,129.05,62.27,189.61,161.08,182.01,96.81,249.2,124.99,141.92,125.15,213.75,211.71,111.15,256.58,112.91,144.63,77.29,135.23,312.93,138.54,198.14,173.9,111.64,309.72,257.44,96.38,266.88,341.73,311.23,192.51,282.41,348.29,204.97,248.31,96.9,99.42,252.47,165.68,232.02,130.17,222.24,261.23,166.35,57.91,183.26,136.83,175.16
2000-08-16,171.81,213.49,118.52,347.05,113.87,129.89,61.62,191.69,161.16,181.52,96.32,251.65,125.24,142.32,124.19,210.71,212.71,110.76,256.71,114.39,144.73,77.05,136.84,314.94,140.81,198.71,172.58,109.97,317.42,252.5,97.26,262.35,341.27,305.33,191.07,284.27,345.67,204.88,251.89,96.31,98.81,250.18,164.03,231.59,132.52,223.42,260.31,161.94,57.79,186.97,137.55,174.2
2000-08-17,171.32,216.23,115.64,352.4,115.22,131.1,62.33,190.13,159.78,184.94,94.89,253.35,127.24,142.59,124.3,210.28,212.91,111.61,253.19,114.41,144.97,77.93,139.25,314.64,142.54,198.24,171.87,111.45,315.09,253.25,96.59,259.07,339.3,301.31,194.22,283.82,338.53,205.56,250.53,96.03,97.88,249.58,163.3,229.88,133.59,225.72,261.24,163.55,58.83,189.25,134.17,173.53
2000-08-18,169.83,211.03,116.08,353.53,116.06,132.68,62.27,192.34,158.45,185.21,95.86,250.74,127.45,142.33,123.57,203.5,210.41,110.23,248.98,114.72,148.05,77.53,140.46,317.02,138.76,198.32,171.56,112.69,316.19,253.37,98.06,260.78,336.5,306.99,193.37,276.25,339.6,207.72,251.79,96.39,98.84,250.31,162.28,232.11,133.15,225.39,265.08,163.48,59.46,189.57,135.61,173.7
2000-08-19,165.53,214.15,115.86,356.56,117.18,133.86,62.16,190.63,155.93,184.81,95.0,247.02,127.96,143.37,124.01,203.53,209.92,110.0,247.58,114.86,150.24,78.08,139.8,314.18,139.81,196.37,172.54,111.34,320.45,255.39,98.49,258.05,334.17,304.54,196.78,278.46,343.56,210.03,253.55,94.58,98.35,245.47,162.87,236.75,133.31,225.14,271.07,162.0,59.25,188.82,136.56,171.82
2000-08-20,168.06,212.44,114.67,354.1,116.46,132.76,61.26,191.34,156.59,184.57,94.64,245.35,127.61,142.17,125.55,206.25,210.62,110.71,247.3,116.11,149.55,76.81,138.94,311.34,140.69,197.11,171.71,111.0,318.6,254.44,98.97,258.53,331.28,301.32,197.13,276.18,346.61,209.3,250.69,96.52,97.51,241.67,162.92,236.02,133.99,223.77,273.69,161.65,58.59,191.74,137.71,173.36
2000-08-21,168.9,212.15,116.22,347.83,115.81,133.14,62.2,190.12,155.64,185.99,94.64,246.35,127.94,141.22,126.37,207.72,212.41,111.18,248.01,114.42,147.12,78.27,139.38,315.07,140.95,197.46,176.25,111.45,315.48,255.22,98.14,259.83,325.39,302.54,199.97,271.83,344.26,208.21,251.51,94.74,97.02,238.87,162.39,234.3,135.66,223.95,275.3,161.21,57.78,189.47,136.52,174.37
2000-08-22,169.78,212.02,116.99,347.0,116.13,131.97,62.83,189.65,155.89,185.36,94.89,248.55,127.37,142.27,124.31,209.02,213.08,112.34,251.18,114.53,147.34,77.73,137.81,316.09,140.37,193.8,176.03,109.62,320.98,252.27,97.16,263.07,325.12,302.24,200.65,275.03,352.24,206.83,252.09,92.88,94.66,237.89,166.14,233.96,134.55,225.24,278.62,161.03,57.54,191.45,138.02,173.32
2000-08-23,169.85,213.77,115.2,350.29,116.79,131.37,62.75,188.72,153.68,185.03,96.52,246.18,127.84,143.59,123.7,206.37,207.26,114.54,254.97,117.09,145.42,76.99,139.84,308.48,140.95,192.75,177.89,107.71,325.78,252.7,97.68,261.39,324.72,300.71,201.58,278.83,353.35,208.92,251.93,93.45,94.63,235.04,165.87,233.27,135.05,226.47,276.53,159.74,57.09,194.66,136.72,174.79
2000-08-24,174.12,213.51,114.74,349.36,117.41,131.39,62.31,188.65,152.96,187.69,96.77,250.75,128.21,143.85,124.37,208.57,205.49,113.15,253.07,114.45,144.07,76.18,141.27,310.29,140.73,192.94,178.54,106.53,324.69,253.81,96.64,263.59,326.12,300.31,200.15,274.04,350.85,210.56,252.19,91.33,95.54,236.67,168.88,232.04,132.2,225.21,278.04,155.74,56.84,197.93,136.64,176.63
2000-08-25,173.42,214.04,114.45,345.93,116.92,132.2,62.18,186.5,154.93,185.2,97.58,251.03,129.01,143.58,123.17,211.42,206.34,113.65,257.21,115.03,144.27,76.16,142.51,313.26,141.71,194.48,180.45,107.02,326.24,253.39,95.87,266.16,329.37,297.23,199.26,277.45,347.12,211.83,251.48,90.81,95.16,235.3,169.84,232.56,131.76,225.58,280.46,152.29,57.13,197.11,134.92,175.82
2000-08-26,175.48,213.31,114.07,349.93,117.65,130.74,62.71,185.44,155.74,184.34,97.74,247.49,130.62,140.43,121.65,208.89,204.82,113.35,259.72,116.12,144.34,76.26,139.62,311.56,142.54,194.13,181.93,107.08,331.22,251.99,97.18,266.98,329.71,298.72,199.06,274.19,346.08,213.51,252.79,91.28,95.16,238.19,168.54,231.72,132.01,228.43,276.18,152.71,57.98,195.36,136.26,176.22
2000-08-27,174.7,215.08,114.12,351.15,117.79,131.2,62.78,186.44,156.92,183.66,97.48,253.87,130.86,139.65,122.11,206.82,205.79,114.71,255.46,115.26,145.95,75.79,138.61,312.68,141.11,195.45,181.56,107.72,329.95,253.77,96.76,270.48,331.76,300.32,198.04,272.41,344.42,210.94,250.73,93.0,94.21,241.01,169.87,233.26,131.32,229.5,272.45,151.6,57.61,194.13,135.49,174.29
2000-08-28,173.11,215.47,111.67,349.03,116.45,129.81,63.21,186.59,155.93,181.52,97.77,254.44,131.46,140.51,120.96,209.84,205.74,114.52,254.68,115.28,143.82,75.26,139.04,315.42,141.28,196.08,184.12,106.84,324.54,255.08,96.32,267.97,341.04,300.23,199.5,270.09,343.93,211.66,248.08,92.5,94.13,240.14,172.88,235.8,131.77,224.76,271.88,151.55,58.51,195.1,133.11,175.58
2000-08-29,173.73,213.75,111.07,348.22,114.31,128.67,64.48,189.27,155.69,183.32,97.71,256.85,128.71,141.1,123.9,205.82,206.36,113.88,251.33,115.35,142.41,75.27,138.73,318.43,140.98,194.96,182.56,108.54,324.27,256.7,98.02,268.17,344.1,297.58,200.8,272.97,349.81,212.14,248.8,93.43,95.34,241.95,173.98,234.78,132.78,224.41,272.5,152.56,58.51,200.1,134.4,175.53
2000-08-30,174.54,213.92,110.17,347.46,112.54,128.65,65.05,189.28,157.41,183.45,98.94,258.17,129.77,142.33,124.07,202.5,204.92,115.54,256.26,116.23,143.23,75.03,140.91,315.86,140.86,196.5,179.64,108.42,327.69,255.28,100.04,270.52,345.81,295.94,201.44,270.23,354.31,213.3,252.42,92.28,95.52,244.8,173.35,234.46,134.08,223.8,272.37,150.02,59.19,202.01,137.75,175.76
2000-08-31,177.25,214.0,110.59,345.02,112.3,128.54,64.97,195.35,156.21,181.06,98.33,259.26,127.43,141.07,124.15,201.95,205.59,116.57,258.91,118.55,142.48,76.02,139.8,312.17,142.1,196.08,181.25,108.29,331.79,256.81,100.8,268.15,356.97,299.04,197.86,270.5,360.72,210.7,251.12,92.29,96.94,248.47,175.7,230.8,132.9,221.22,270.96,149.99,60.57,198.72,136.98,174.29
2000-09-01,177.49,215.98,112.47,341.64,110.43,126.73,65.06,193.89,156.67,182.03,99.38,257.04,128.11,141.89,123.45,196.92,204.11,116.64,255.27,117.62,139.28,74.6,138.29,310.82,145.22,194.93,179.24,106.66,341.63,262.34,101.26,271.39,360.88,302.02,201.78,274.75,363.36,211.9,249.7,91.93,94.52,245.89,173.8,234.41,132.82,222.87,273.49,150.38,60.57,199.81,136.26,171.81
2000-09-02,177.57,215.52,112.28,342.87,113.44,128.27,65.69,196.63,159.55,183.1,100.46,257.39,130.01,140.46,122.44,196.51,206.38,115.71,255.63,118.41,140.45,74.55,139.77,306.39,145.75,193.7,177.77,106.88,342.2,261.11,101.89,266.49,358.14,303.6,202.58,273.08,363.39,212.41,249.27,93.78,94.04,245.1,172.37,231.87,132.84,225.45,273.05,149.87,60.68,199.8,136.69,172.5
2000-09-03,177.42,212.85,111.39,341.84,113.64,128.49,65.31,195.26,159.12,186.53,101.15,259.16,131.99,141.24,124.85,194.31,207.06,115.27,258.25,120.18,139.95,74.36,140.18,304.03,144.69,195.33,175.79,106.51,343.78,263.43,102.22,267.7,361.17,298.08,205.68,272.87,365.28,211.26,253.0,93.9,94.94,244.56,173.4,236.01,133.97,224.58,275.35,150.37,60.19,199.67,137.9,172.97
2000-09-04,176.83,212.36,111.16,347.16,113.35,130.48,64.71,198.81,158.44,186.6,100.7,254.82,132.31,141.97,124.52,195.88,208.79,116.17,260.7,121.83,140.05,73.79,139.49,304.13,145.51,195.11,176.53,108.23,340.98,261.75,100.92,271.83,359.1,300.72,207.5,273.25,361.86,211.78,256.94,92.45,95.37,242.08,173.3,237.76,135.34,228.75,273.51,150.37,59.5,201.11,139.05,171.75
2000-09-05,179.58,211.61,112.02,346.85,114.4,130.84,65.69,198.16,156.73,186.8,100.69,256.56,133.62,142.04,123.8,196.03,207.84,116.17,261.29,121.35,140.29,73.81,139.38,302.84,145.95,197.88,176.18,106.98,341.2,259.98,100.52,270.89,356.99,300.62,209.61,273.41,364.62,212.67,255.57,91.51,94.9,241.15,174.04,240.56,137.36,231.73,269.49,151.53,60.3,201.2,142.38,169.87
2000-09-06,178.61,208.38,112.44,347.76,114.18,130.59,66.2,200.49,156.91,187.38,101.07,256.53,133.62,142.2,122.96,193.12,204.46,116.76,262.21,120.85,141.57,73.88,137.95,304.61,145.3,200.41,176.76,108.79,344.56,255.96,100.45,278.03,361.48,302.63,212.88,275.99,361.16,214.87,259.39,91.82,95.52,242.23,176.78,246.02,136.56,234.26,267.75,153.15,60.53,196.57,143.96,170.9
2000-09-07,179.23,210.47,111.73,350.08,115.35,127.76,66.99,200.73,154.92,186.65,100.64,260.37,134.57,142.59,125.99,195.84,206.68,116.92,260.93,118.92,142.36,74.01,138.23,300.14,141.46,200.46,175.06,108.38,343.77,251.83,100.76,274.16,360.99,302.98,211.34,276.84,361.75,213.94,256.81,90.69,95.15,240.42,178.07,246.62,133.4,234.29,271.3,155.28,61.17,198.54,143.19,171.15
2000-09-08,177.62,215.2,112.59,349.33,118.22,127.09,67.56,200.01,155.37,185.96,99.89,260.44,136.52,142.25,126.82,196.82,208.3,117.57,265.23,120.32,143.46,73.06,137.24,306.41,140.23,196.96,176.5,108.11,347.52,248.51,100.2,280.36,362.81,305.7,214.09,270.77,359.25,212.7,254.32,90.13,95.53,239.61,178.95,247.62,133.23,234.26,269.44,155.21,61.48,198.08,140.87,170.66
2000-09-09,180.22,213.38,111.48,345.22,118.9,127.69,67.09,198.53,156.13,183.86,100.65,262.17,137.04,142.98,127.25,200.19,209.9,117.17,259.96,121.15,142.94,71.81,136.02,311.41,141.93,194.64,176.65,108.97,345.98,250.71,101.85,286.99,366.1,305.57,213.42,273.12,355.7,212.71,252.74,90.83,95.33,241.47,179.2,247.1,131.48,234.71,268.68,155.25,61.72,199.5,141.67,166.67
2000-09-10,180.69,208.91,110.45,349.5,117.41,126.84,67.21,195.82,157.11,186.03,100.94,261.87,136.33,140.98,126.18,201.22,210.07,117.84,265.53,119.03,143.23,71.66,138.74,308.05,142.85,195.85,181.3,110.43,348.51,247.97,101.83,283.31,362.87,307.23,212.52,272.41,364.95,213.06,248.86,90.01,94.45,240.67,180.08,250.06,128.84,235.26,273.46,154.73,62.28,199.42,139.98,166.79
2000-09-11,181.81,210.14,108.09,356.42,118.36,127.12,67.04,195.47,153.61,187.36,101.17,258.05,135.02,139.86,126.91,200.11,207.82,116.48,267.28,120.65,140.42,72.1,136.99,311.28,143.21,199.31,184.44,111.06,345.89,246.79,103.21,283.48,361.94,309.53,214.17,275.76,364.2,216.06,247.22,89.87,94.38,240.47,179.39,249.3,129.72,234.27,274.26,156.03,62.36,201.66,140.64,166.83
2000-09-12,179.74,208.44,107.16,359.7,118.64,126.21,67.01,194.69,151.88,187.11,101.16,262.03,135.84,138.6,125.1,201.08,209.51,119.04,262.79,121.17,142.3,71.86,135.15,309.63,142.83,195.78,181.41,111.4,343.26,249.24,101.97,280.94,353.52,310.45,214.15,276.37,363.93,215.79,249.51,90.29,93.98,241.49,179.87,246.62,131.56,233.14,276.36,158.9,61.79,202.34,139.24,166.23
2000-09-13,177.93,208.24,107.73,363.26,119.56,126.92,67.43,195.29,150.24,188.64,99.92,261.27,135.17,139.97,125.88,203.19,208.65,117.95,261.32,122.32,141.52,71.29,135.52,316.12,144.32,195.8,180.37,112.63,340.71,248.81,102.37,279.63,350.45,309.81,212.7,276.4,367.82,215.97,250.39,88.81,94.5,241.45,179.14,251.64,131.37,234.35,279.88,158.97,61.31,205.99,138.35,167.65
2000-09-14,176.53,209.33,110.0,362.0,120.34,127.14,67.86,195.61,150.05,187.69,98.94,260.19,133.98,140.87,125.76,202.04,205.08,117.45,259.04,123.08,145.12,71.47,135.05,319.12,144.65,193.12,178.4,114.26,346.03,250.74,101.22,274.97,347.04,315.9,214.88,275.33,371.29,222.76,251.53,87.49,95.65,243.47,180.87,255.2,132.58,239.14,277.25,159.32,61.11,205.51,139.02,165.09
2000-09-15,176.89,211.96,109.62,360.44,118.36,126.33,67.6,196.78,149.02,187.15,99.42,263.13,134.51,140.01,126.54,203.71,207.19,119.1,260.44,121.75,146.56,72.2,136.06,317.25,144.68,196.75,179.3,113.4,347.49,251.27,100.67,274.86,345.68,318.8,216.14,278.78,370.55,227.75,254.81,88.73,93.58,245.69,184.74,256.05,132.44,236.65,279.78,156.86,61.33,203.89,137.11,162.0
2000-09-16,173.59,216.32,111.68,358.55,117.75,128.27,67.31,196.26,148.74,188.96,98.06,260.27,135.49,141.3,126.64,207.38,210.7,117.51,256.8,122.44,148.92,72.88,135.85,315.49,144.27,198.52,178.61,113.52,345.89,252.72,101.3,272.33,345.48,314.41,218.6,281.15,370.41,227.28,258.57,88.42,91.95,243.39,185.27,258.99,133.26,235.84,278.77,156.44,61.34,206.92,135.86,162.16
2000-09-17,173.89,218.42,112.15,354.56,117.07,128.32,67.62,194.61,149.52,191.18,99.08,262.31,133.53,140.81,126.42,207.55,209.45,117.93,255.78,124.08,151.57,73.28,132.92,312.52,144.08,197.19,178.11,114.41,345.7,250.6,101.7,274.71,340.04,313.97,219.29,279.48,376.54,227.19,255.49,88.86,91.24,241.92,185.08,262.51,131.67,239.23,282.93,158.3,60.96,208.01,135.46,161.58
2000-09-18,170.54,216.02,111.47,352.53,116.83,130.08,68.03,196.51,150.24,193.07,98.11,262.81,132.76,142.21,127.77,204.39,208.03,117.25,251.65,123.7,152.07,73.49,133.16,314.79,145.77,197.28,181.06,113.48,343.0,249.17,102.05,270.14,341.52,311.95,218.82,280.17,381.95,227.46,257.9,89.17,92.48,241.88,187.14,263.78,132.23,241.78,278.91,158.62,61.5,208.92,136.97,163.07
2000-09-19,169.25,216.8,112.18,351.98,116.93,129.26,68.04,195.98,150.55,193.41,100.99,263.98,132.42,143.29,129.96,202.15,208.97,117.24,252.12,124.24,153.92,72.62,134.2,315.96,147.22,198.6,180.87,113.47,344.66,247.54,101.28,265.28,343.26,306.66,217.39,275.96,386.24,229.07,256.47,90.33,91.22,244.95,190.08,264.42,134.63,237.32,273.99,157.56,61.21,209.78,136.07,161.57
2000-09-20,171.77,214.5,110.95,351.14,116.27,128.58,69.16,194.04,149.44,190.98,100.01,265.98,132.09,142.83,129.83,201.37,210.32,117.84,251.74,124.48,152.99,72.73,135.89,316.01,149.33,201.0,183.96,113.48,346.2,247.61,102.18,263.63,344.44,301.47,218.69,277.66,389.08,230.36,255.21,90.04,92.69,247.05,191.8,268.48,136.12,230.72,271.97,157.83,61.43,207.48,136.4,163.09
2000-09-21,171.76,209.82,113.26,348.06,115.54,128.12,68.73,194.27,147.93,193.77,101.03,266.03,130.31,144.96,131.69,203.37,207.35,119.35,252.37,125.84,150.11,72.95,135.35,317.38,149.6,200.75,182.68,113.79,340.72,248.25,102.69,263.51,344.51,302.57,217.38,279.03,384.34,231.79,257.72,90.24,90.76,241.47,191.49,267.37,135.05,234.88,269.49,160.04,60.85,206.74,137.56,160.97
2000-09-22,174.1,208.86,113.87,348.37,114.88,127.75,68.78,196.45,146.09,192.6,100.41,267.97,131.18,143.45,133.14,201.67,208.88,121.23,247.38,126.13,148.64,72.05,133.9,317.37,149.87,200.98,181.31,115.55,338.84,250.82,102.61,262.94,347.58,301.36,216.76,279.0,385.74,233.0,255.9,89.92,91.18,240.88,191.85,271.8,133.69,237.49,271.76,162.0,60.53,206.5,139.85,162.52
2000-09-23,177.59,204.99,114.29,344.86,115.4,127.21,69.82,192.3,146.76,191.35,101.0,262.61,131.83,143.34,133.13,202.86,206.45,120.11,251.48,127.56,149.29,72.92,135.83,320.0,152.29,205.59,180.37,115.8,335.53,253.45,104.43,264.35,343.77,305.43,217.93,279.66,382.5,236.02,256.66,88.38,90.84,238.1,188.21,275.52,135.04,238.92,267.94,162.2,60.8,209.03,141.18,164.11
2000-09-24,176.67,207.11,113.11,342.09,114.87,125.54,70.77,192.03,146.32,191.72,101.03,263.11,131.27,141.53,131.89,203.51,209.32,121.26,249.52,129.71,149.49,72.6,135.21,317.34,150.34,203.56,180.84,116.1,336.76,257.13,104.27,270.91,340.34,304.01,218.84,274.58,382.3,236.63,252.65,89.36,91.57,237.41,188.27,278.08,133.64,243.43,264.45,161.17,60.48,211.23,142.02,164.21
2000-09-25,175.76,209.4,113.03,343.3,116.56,125.61,71.52,190.96,146.24,191.58,101.35,261.65,131.45,138.95,132.55,202.4,210.43,121.59,247.06,130.4,149.28,71.97,134.71,319.67,151.99,203.05,179.45,115.72,336.68,257.15,102.98,263.72,342.24,307.33,214.09,274.59,385.95,235.07,250.13,90.32,92.02,238.7,185.77,279.19,135.88,245.78,263.87,162.04,61.34,211.54,142.09,163.98
2000-09-26,180.53,210.06,112.79,347.46,116.62,126.82,73.06,190.52,148.21,191.88,102.96,266.02,132.5,138.35,133.18,202.82,211.77,116.47,250.51,132.22,146.64,71.51,136.03,321.83,150.81,202.22,180.58,118.4,333.74,257.63,103.95,265.04,344.83,313.32,211.71,274.25,387.19,235.86,249.85,91.61,92.77,233.25,186.45,273.45,135.88,247.2,269.29,159.58,60.71,212.07,142.39,164.37
2000-09-27,180.95,208.72,112.68,348.69,116.78,127.67,74.15,188.37,147.47,192.67,103.04,267.03,131.35,135.6,134.4,201.58,215.31,114.08,253.89,133.13,146.95,71.87,135.98,326.37,152.22,199.72,180.23,119.22,329.55,257.69,101.95,258.34,349.03,307.07,212.23,279.91,389.27,236.5,249.87,90.62,91.59,225.16,188.52,276.8,137.65,244.38,274.63,158.18,60.53,212.64,142.95,162.9
2000-09-28,182.63,207.25,112.41,357.07,116.81,125.77,73.82,188.66,146.64,197.44,102.19,264.95,130.4,139.18,136.62,202.68,218.09,112.28,256.1,133.92,148.03,70.8,136.1,328.22,153.24,199.27,181.18,121.82,329.08,255.9,100.77,257.27,343.5,303.27,212.74,275.99,386.26,236.92,251.74,92.6,90.32,226.62,191.15,280.38,138.1,249.33,271.96,160.27,61.61,209.64,141.16,162.86
2000-09-29,183.93,204.96,110.83,357.67,117.34,123.84,73.56,188.43,147.29,199.54,102.64,269.11,128.44,139.21,134.83,199.91,217.2,111.6,255.8,135.37,147.12,71.3,134.93,323.32,156.2,200.12,184.49,120.15,329.0,256.69,102.01,256.12,346.86,303.65,213.52,277.53,384.47,236.32,248.23,91.68,89.83,227.7,193.37,281.37,138.23,251.68,273.7,160.76,62.86,210.46,140.65,162.25
2000-09-30,186.21,203.48,111.13,353.59,117.39,123.3,73.55,188.0,146.7,196.52,102.26,266.74,129.83,139.89,135.93,202.19,217.83,111.83,254.59,135.25,143.96,71.71,136.22,326.9,155.55,202.47,180.93,118.75,328.74,259.87,103.32,254.71,344.0,308.43,208.82,272.98,382.09,236.9,252.34,91.65,90.28,224.33,193.48,285.91,138.68,250.56,272.11,161.89,62.67,211.96,139.86,161.78
2000-10-01,188.02,198.24,111.58,349.04,116.85,123.98,73.24,184.53,143.84,194.3,103.5,274.22,128.73,139.96,138.02,201.92,221.12,112.1,250.83,135.48,142.77,72.71,134.57,333.23,156.66,202.88,184.6,117.36,326.85,260.61,102.27,254.68,348.26,310.25,207.41,272.2,381.19,235.62,257.62,92.46,90.82,224.33,196.56,282.96,141.91,248.43,272.74,161.64,63.53,212.31,139.49,159.45
2000-10-02,184.33,197.62,112.27,345.01,117.82,123.06,74.7,184.34,142.95,192.7,102.66,273.51,129.27,140.18,138.07,198.98,220.81,111.13,249.75,136.6,143.12,72.22,133.26,328.83,156.11,202.9,183.68,118.52,322.72,259.24,102.86,254.0,351.23,313.69,208.73,266.79,378.57,230.6,257.03,94.38,90.43,220.5,195.47,282.91,144.48,251.99,276.49,161.74,62.65,213.9,139.46,156.83
2000-10-03,186.2,201.09,111.87,344.24,117.33,124.33,76.05,185.35,142.4,192.1,103.11,277.18,129.8,137.73,138.04,197.85,220.36,111.02,246.11,135.35,142.54,71.99,135.95,330.33,153.82,204.45,181.14,119.94,317.74,262.66,103.28,247.58,357.57,311.82,206.94,270.56,382.34,231.49,256.47,94.6,91.82,222.05,194.93,282.42,143.14,253.72,274.4,163.03,62.91,216.16,139.61,154.99
2000-10-04,186.68,199.52,111.13,341.02,116.33,121.84,76.79,184.0,142.24,190.96,104.75,281.55,127.69,137.41,139.23,195.0,220.43,111.95,247.74,133.54,141.58,73.43,135.74,334.63,151.92,206.32,178.89,119.04,317.3,265.23,103.58,245.1,351.34,316.41,207.64,271.92,381.87,226.26,255.05,95.75,92.18,225.76,193.24,282.21,141.6,254.33,275.72,164.54,62.72,217.44,138.65,154.79
2000-10-05,188.41,199.28,110.56,345.29,117.55,120.18,77.22,181.75,141.45,189.43,103.86,283.7,127.28,138.64,140.01,196.34,224.31,111.71,244.02,133.54,141.52,72.22,136.86,336.7,151.4,209.45,181.92,117.95,317.5,266.34,104.51,246.34,344.45,310.34,207.47,273.18,384.46,226.87,253.89,97.24,92.39,228.01,190.59,279.64,142.75,248.89,276.62,161.87,63.09,213.76,137.02,153.79
